-2.369903872424338687e+01,-4.773643954287971614e-01,-1.933283887557945846e+01,2.426522953786359960e+00
-9.679730080577619855e-01,2.143996611096597604e+01,5.519962650900864243e-03,-3.440526632485036984e-01
-8.051934331993206850e-01,3.279498921617001184e-01,3.561121263761132028e+00,-2.517387306761034171e-01
-1.942130540688679474e+01,2.237377454292993395e+00,-8.047756908669894127e-01,-1.980081091913000435e+01
-2.081136939756811355e-01,-3.397676020008994602e+00,-7.917592129626438435e-01,1.984857007070160506e+01
-5.281893704965250347e-01,3.369524924754322370e+01,-2.730887402152948340e-02,-2.875261129020723061e-02
-9.655253872551545768e-01,2.842139089715376987e-01,2.333018360882341824e+01,-1.120934179314903023e-01
-1.367131112961374184e-01,-6.571747035050288233e-01,1.338932151529641779e+01,-5.067096745060735152e-01
1.299352589707473271e+01,-1.921634518727377561e-02,-1.930664482427438600e+01,4.971649418289711408e-02
4.735735168523789174e-01,4.911911658755063570e+01,6.608364944001394736e-01,-8.567443343303997594e-01
1.327870356302711308e+01,1.102479517075998228e-01,-6.233270864623854379e-01,-1.974127013217468729e+01
5.893237442122136738e-01,-5.166004829126800146e-01,-4.726118922394408894e-01,2.813984686905079968e-02
-1.467099927899773171e-01,-5.611833288059258074e-01,-9.937603400188013136e-01,6.722952977163616506e-01
4.919836755245871052e-01,2.322658190603443806e-01,5.141537281388268710e-01,5.024545308286868561e+01
1.562773745183212437e-01,-1.108719808103459936e-01,-2.786345154772551513e-01,1.005549421284121081e+02
-6.631762880881508782e-01,3.286004783644529414e-01,6.610929041433817321e-01,6.695890733796119321e-01
